run,iteration,topic,num_rel,num_rel_ret,recip_rank,P_5,P_10,P_20,infAP,ndcg,ndcg_cut_5,ndcg_cut_10,ndcg_cut_20,map_cut_5,map_cut_10,map_cut_20,success_1,success_5,success_10
xxaxaaa,1,all,5,4,0.3333,0.4000,0.4000,0.2000,0.3610,0.5346,0.3008,0.5346,0.5346,0.1467,0.3610,0.3610,0.0000,1.0000,1.0000
xaxxxaaaa,1,all,5,5,0.5000,0.2000,0.5000,0.2500,0.4635,0.6569,0.2140,0.6569,0.6569,0.1000,0.4635,0.4635,0.0000,1.0000,1.0000
aaaaaaaaax,1,all,5,5,1.0000,1.0000,0.5000,0.2500,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
aaxaaaxxax,1,1,5,5,1.0000,0.8000,0.5000,0.2500,0.8767,0.9512,0.8304,0.9512,0.9512,0.7100,0.8767,0.8767,1.0000,1.0000,1.0000
xxaxxxaxxx,1,1,5,2,0.3333,0.2000,0.2000,0.1000,0.1238,0.2826,0.1696,0.2826,0.2826,0.0667,0.1238,0.1238,0.0000,1.0000,1.0000
xxxaxxxxa,1,1,5,2,0.2500,0.2000,0.2000,0.1000,0.0944,0.2482,0.1461,0.2482,0.2482,0.0500,0.0944,0.0944,0.0000,1.0000,1.0000
aaxxxaaaxa,1,all,5,5,1.0000,0.4000,0.5000,0.2500,0.7393,0.8940,0.5531,0.8940,0.8940,0.4000,0.7393,0.7393,1.0000,1.0000,1.0000
xxxxaxxax,1,1,5,2,0.2000,0.2000,0.2000,0.1000,0.0900,0.2382,0.1312,0.2382,0.2382,0.0400,0.0900,0.0900,0.0000,1.0000,1.0000
xaxxxaxxax,1,1,5,3,0.5000,0.2000,0.3000,0.1500,0.2333,0.4369,0.2140,0.4369,0.4369,0.1000,0.2333,0.2333,0.0000,1.0000,1.0000
axxxaxx,1,1,5,2,1.0000,0.4000,0.2000,0.1000,0.2800,0.4704,0.4704,0.4704,0.4704,0.2800,0.2800,0.2800,1.0000,1.0000,1.0000
xxaaxaxx,1,all,5,3,0.3333,0.4000,0.3000,0.1500,0.2667,0.4365,0.3156,0.4365,0.4365,0.1667,0.2667,0.2667,0.0000,1.0000,1.0000
xxxaaaaxxa,1,1,5,5,0.2500,0.4000,0.5000,0.2500,0.4443,0.6092,0.2773,0.6092,0.6092,0.1300,0.4443,0.4443,0.0000,1.0000,1.0000
xaaaaaxaaa,1,1,5,5,0.5000,0.8000,0.5000,0.2500,0.7100,0.7817,0.6608,0.7817,0.7817,0.5433,0.7100,0.7100,0.0000,1.0000,1.0000
xaaaxaxaxx,1,1,5,5,0.5000,0.6000,0.5000,0.2500,0.6417,0.7574,0.5296,0.7574,0.7574,0.3833,0.6417,0.6417,0.0000,1.0000,1.0000
xaxaaaxaxa,1,1,5,5,0.5000,0.6000,0.5000,0.2500,0.5783,0.7191,0.4913,0.7191,0.7191,0.3200,0.5783,0.5783,0.0000,1.0000,1.0000
xaxxxaxxxa,1,all,5,3,0.5000,0.2000,0.3000,0.1500,0.2267,0.4328,0.2140,0.4328,0.4328,0.1000,0.2267,0.2267,0.0000,1.0000,1.0000
xaaxxaaax,1,1,5,5,0.5000,0.4000,0.5000,0.2500,0.5726,0.7244,0.3836,0.7244,0.7244,0.2333,0.5726,0.5726,0.0000,1.0000,1.0000
xxxxaaxxax,1,all,5,3,0.2000,0.2000,0.3000,0.1500,0.1733,0.3541,0.1312,0.3541,0.3541,0.0400,0.1733,0.1733,0.0000,1.0000,1.0000
aaaxaaaxxa,1,1,5,5,1.0000,0.8000,0.5000,0.2500,0.9267,0.9747,0.8539,0.9747,0.9747,0.7600,0.9267,0.9267,1.0000,1.0000,1.0000
xaaxxxxx,1,all,5,2,0.5000,0.4000,0.2000,0.1000,0.2333,0.3836,0.3836,0.3836,0.3836,0.2333,0.2333,0.2333,0.0000,1.0000,1.0000
aaxxaxxaa,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.7311,0.8934,0.6844,0.8934,0.8934,0.5200,0.7311,0.7311,1.0000,1.0000,1.0000
aaxxxxaxxx,1,1,5,3,1.0000,0.4000,0.3000,0.1500,0.4857,0.6662,0.5531,0.6662,0.6662,0.4000,0.4857,0.4857,1.0000,1.0000,1.0000
xaxaaaaxaa,1,1,5,5,0.5000,0.6000,0.5000,0.2500,0.5962,0.7251,0.4913,0.7251,0.7251,0.3200,0.5962,0.5962,0.0000,1.0000,1.0000
aaxxxxxaaa,1,1,5,5,1.0000,0.4000,0.5000,0.2500,0.6639,0.8603,0.5531,0.8603,0.8603,0.4000,0.6639,0.6639,1.0000,1.0000,1.0000
axxaaaaxa,1,1,5,5,1.0000,0.6000,0.5000,0.2500,0.6962,0.8503,0.6164,0.8503,0.8503,0.4200,0.6962,0.6962,1.0000,1.0000,1.0000
xxaaxaaxa,1,1,5,5,0.3333,0.4000,0.5000,0.2500,0.4921,0.6516,0.3156,0.6516,0.6516,0.1667,0.4921,0.4921,0.0000,1.0000,1.0000
xaaaaaxaxa,1,all,5,5,0.5000,0.8000,0.5000,0.2500,0.7100,0.7817,0.6608,0.7817,0.7817,0.5433,0.7100,0.7100,0.0000,1.0000,1.0000
aaxxaxaaax,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.7593,0.9044,0.6844,0.9044,0.9044,0.5200,0.7593,0.7593,1.0000,1.0000,1.0000
aaxxaxxxaa,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.7089,0.8845,0.6844,0.8845,0.8845,0.5200,0.7089,0.7089,1.0000,1.0000,1.0000
aaaxaaxxax,1,1,5,5,1.0000,0.8000,0.5000,0.2500,0.9267,0.9747,0.8539,0.9747,0.9747,0.7600,0.9267,0.9267,1.0000,1.0000,1.0000
xaxxxaaxa,1,all,5,4,0.5000,0.2000,0.4000,0.2000,0.3413,0.5499,0.2140,0.5499,0.5499,0.1000,0.3413,0.3413,0.0000,1.0000,1.0000
xaaaax,1,all,5,4,0.5000,0.8000,0.4000,0.2000,0.5433,0.6608,0.6608,0.6608,0.6608,0.5433,0.5433,0.5433,0.0000,1.0000,1.0000
xxxxxxaxxa,1,all,5,2,0.1429,0.0000,0.2000,0.1000,0.0686,0.2111,0.0000,0.2111,0.2111,0.0000,0.0686,0.0686,0.0000,0.0000,1.0000
xaaaxxaax,1,all,5,5,0.5000,0.6000,0.5000,0.2500,0.6226,0.7497,0.5296,0.7497,0.7497,0.3833,0.6226,0.6226,0.0000,1.0000,1.0000
aaxxaxaaa,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.7593,0.9044,0.6844,0.9044,0.9044,0.5200,0.7593,0.7593,1.0000,1.0000,1.0000
xxxxaxaaxx,1,1,5,3,0.2000,0.2000,0.3000,0.1500,0.1721,0.3513,0.1312,0.3513,0.3513,0.0400,0.1721,0.1721,0.0000,1.0000,1.0000
aaxxxxaa,1,1,5,4,1.0000,0.4000,0.4000,0.2000,0.5857,0.7732,0.5531,0.7732,0.7732,0.4000,0.5857,0.5857,1.0000,1.0000,1.0000
aaaaaaxaa,1,1,5,5,1.0000,1.0000,0.5000,0.2500,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
aaxaaxxxxa,1,1,5,5,1.0000,0.8000,0.5000,0.2500,0.8100,0.9285,0.8304,0.9285,0.9285,0.7100,0.8100,0.8100,1.0000,1.0000,1.0000
axaxaaaax,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.7295,0.8738,0.6399,0.8738,0.8738,0.4533,0.7295,0.7295,1.0000,1.0000,1.0000
aaaxxaxaxx,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.8583,0.9505,0.7227,0.9505,0.9505,0.6000,0.8583,0.8583,1.0000,1.0000,1.0000
aaxxxaaa,1,1,5,5,1.0000,0.4000,0.5000,0.2500,0.7393,0.8940,0.5531,0.8940,0.8940,0.4000,0.7393,0.7393,1.0000,1.0000,1.0000
aaxxxxxxxx,1,all,5,2,1.0000,0.4000,0.2000,0.1000,0.4000,0.5531,0.5531,0.5531,0.5531,0.4000,0.4000,0.4000,1.0000,1.0000,1.0000
xaaaaaaxxa,1,all,5,5,0.5000,0.8000,0.5000,0.2500,0.7100,0.7817,0.6608,0.7817,0.7817,0.5433,0.7100,0.7100,0.0000,1.0000,1.0000
xxaxaaxxa,1,1,5,4,0.3333,0.4000,0.4000,0.2000,0.3356,0.5237,0.3008,0.5237,0.5237,0.1467,0.3356,0.3356,0.0000,1.0000,1.0000
aaaxxaxxa,1,1,5,5,1.0000,0.6000,0.5000,0.2500,0.8444,0.9456,0.7227,0.9456,0.9456,0.6000,0.8444,0.8444,1.0000,1.0000,1.0000
aaxxxaaaxx,1,all,5,5,1.0000,0.4000,0.5000,0.2500,0.7393,0.8940,0.5531,0.8940,0.8940,0.4000,0.7393,0.7393,1.0000,1.0000,1.0000
axxxaxa,1,1,5,3,1.0000,0.4000,0.3000,0.1500,0.3657,0.5834,0.4704,0.5834,0.5834,0.2800,0.3657,0.3657,1.0000,1.0000,1.0000
aaxaxaaxa,1,1,5,5,1.0000,0.6000,0.5000,0.2500,0.8262,0.9331,0.6992,0.9331,0.9331,0.5500,0.8262,0.8262,1.0000,1.0000,1.0000
xaxxaxaa,1,1,5,4,0.5000,0.4000,0.4000,0.2000,0.3657,0.5652,0.3452,0.5652,0.5652,0.1800,0.3657,0.3657,0.0000,1.0000,1.0000
aaaaaaxxx,1,1,5,5,1.0000,1.0000,0.5000,0.2500,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
xxxxaaaaax,1,1,5,5,0.2000,0.2000,0.5000,0.2500,0.4035,0.5742,0.1312,0.5742,0.5742,0.0400,0.4035,0.4035,0.0000,1.0000,1.0000
xaxxaaxxx,1,all,5,3,0.5000,0.4000,0.3000,0.1500,0.2800,0.4660,0.3452,0.4660,0.4660,0.1800,0.2800,0.2800,0.0000,1.0000,1.0000
axaaxaax,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.7595,0.8887,0.6548,0.8887,0.8887,0.4833,0.7595,0.7595,1.0000,1.0000,1.0000
xxxaaaxax,1,1,5,4,0.2500,0.4000,0.4000,0.2000,0.3300,0.5051,0.2773,0.5051,0.5051,0.1300,0.3300,0.3300,0.0000,1.0000,1.0000
axaxaaaaax,1,1,5,5,1.0000,0.6000,0.5000,0.2500,0.7295,0.8738,0.6399,0.8738,0.8738,0.4533,0.7295,0.7295,1.0000,1.0000,1.0000
xaaaaaxaxa,1,1,5,5,0.5000,0.8000,0.5000,0.2500,0.7100,0.7817,0.6608,0.7817,0.7817,0.5433,0.7100,0.7100,0.0000,1.0000,1.0000
axaaaxaxx,1,all,5,5,1.0000,0.8000,0.5000,0.2500,0.7862,0.8991,0.7860,0.8991,0.8991,0.6433,0.7862,0.7862,1.0000,1.0000,1.0000
axaxaxa,1,all,5,4,1.0000,0.6000,0.4000,0.2000,0.5676,0.7530,0.6399,0.7530,0.7530,0.4533,0.5676,0.5676,1.0000,1.0000,1.0000
xaxaxaaxxa,1,all,5,5,0.5000,0.4000,0.5000,0.2500,0.5143,0.6920,0.3601,0.6920,0.6920,0.2000,0.5143,0.5143,0.0000,1.0000,1.0000
xxaxxa,1,1,5,2,0.3333,0.2000,0.2000,0.1000,0.1333,0.2904,0.1696,0.2904,0.2904,0.0667,0.1333,0.1333,0.0000,1.0000,1.0000
xaxxaaaaa,1,all,5,5,0.5000,0.4000,0.5000,0.2500,0.5193,0.6860,0.3452,0.6860,0.6860,0.1800,0.5193,0.5193,0.0000,1.0000,1.0000
xaaxa,1,1,5,3,0.5000,0.6000,0.3000,0.1500,0.3533,0.5148,0.5148,0.5148,0.5148,0.3533,0.3533,0.3533,0.0000,1.0000,1.0000
xxaxaxaxxx,1,all,5,3,0.3333,0.4000,0.3000,0.1500,0.2324,0.4138,0.3008,0.4138,0.4138,0.1467,0.2324,0.2324,0.0000,1.0000,1.0000
aaxaaaaxa,1,all,5,5,1.0000,0.8000,0.5000,0.2500,0.8767,0.9512,0.8304,0.9512,0.9512,0.7100,0.8767,0.8767,1.0000,1.0000,1.0000
axaaxxxx,1,1,5,3,1.0000,0.6000,0.3000,0.1500,0.4833,0.6548,0.6548,0.6548,0.6548,0.4833,0.4833,0.4833,1.0000,1.0000,1.0000
xxaxaaaxx,1,1,5,4,0.3333,0.4000,0.4000,0.2000,0.3610,0.5346,0.3008,0.5346,0.5346,0.1467,0.3610,0.3610,0.0000,1.0000,1.0000
xxxaaaa,1,all,5,4,0.2500,0.4000,0.4000,0.2000,0.3443,0.5111,0.2773,0.5111,0.5111,0.1300,0.3443,0.3443,0.0000,1.0000,1.0000
xaxxaaaaaa,1,all,5,5,0.5000,0.4000,0.5000,0.2500,0.5193,0.6860,0.3452,0.6860,0.6860,0.1800,0.5193,0.5193,0.0000,1.0000,1.0000
aaxaaaaxaa,1,all,5,5,1.0000,0.8000,0.5000,0.2500,0.8767,0.9512,0.8304,0.9512,0.9512,0.7100,0.8767,0.8767,1.0000,1.0000,1.0000
xxxaxaaxxa,1,all,5,4,0.2500,0.2000,0.4000,0.2000,0.2824,0.4780,0.1461,0.4780,0.4780,0.0500,0.2824,0.2824,0.0000,1.0000,1.0000
aaaaaxaxxa,1,1,5,5,1.0000,1.0000,0.5000,0.2500,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
xxxxaaaxx,1,all,5,3,0.2000,0.2000,0.3000,0.1500,0.1924,0.3651,0.1312,0.3651,0.3651,0.0400,0.1924,0.1924,0.0000,1.0000,1.0000
aaaaxaaax,1,all,5,5,1.0000,0.8000,0.5000,0.2500,0.9667,0.9896,0.8688,0.9896,0.9896,0.8000,0.9667,0.9667,1.0000,1.0000,1.0000
aaxaxxxx,1,1,5,3,1.0000,0.6000,0.3000,0.1500,0.5500,0.6992,0.6992,0.6992,0.6992,0.5500,0.5500,0.5500,1.0000,1.0000,1.0000
xaaaxxaxxx,1,1,5,4,0.5000,0.6000,0.4000,0.2000,0.4976,0.6427,0.5296,0.6427,0.6427,0.3833,0.4976,0.4976,0.0000,1.0000,1.0000
aaaxxaxaa,1,1,5,5,1.0000,0.6000,0.5000,0.2500,0.8583,0.9505,0.7227,0.9505,0.9505,0.6000,0.8583,0.8583,1.0000,1.0000,1.0000
axaaaxaxa,1,all,5,5,1.0000,0.8000,0.5000,0.2500,0.7862,0.8991,0.7860,0.8991,0.8991,0.6433,0.7862,0.7862,1.0000,1.0000,1.0000
aaaxxxaax,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.8393,0.9428,0.7227,0.9428,0.9428,0.6000,0.8393,0.8393,1.0000,1.0000,1.0000
aaaaaxaa,1,all,5,5,1.0000,1.0000,0.5000,0.2500,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
aaxxxaxaa,1,all,5,5,1.0000,0.4000,0.5000,0.2500,0.7111,0.8830,0.5531,0.8830,0.8830,0.4000,0.7111,0.7111,1.0000,1.0000,1.0000
xaaaaxaxax,1,all,5,5,0.5000,0.8000,0.5000,0.2500,0.6862,0.7739,0.6608,0.7739,0.7739,0.5433,0.6862,0.6862,0.0000,1.0000,1.0000
aaxaaxaxxx,1,1,5,5,1.0000,0.8000,0.5000,0.2500,0.8529,0.9435,0.8304,0.9435,0.9435,0.7100,0.8529,0.8529,1.0000,1.0000,1.0000
axaaxaxxa,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.7278,0.8777,0.6548,0.8777,0.8777,0.4833,0.7278,0.7278,1.0000,1.0000,1.0000
xaxxaaaxxa,1,1,5,5,0.5000,0.4000,0.5000,0.2500,0.4943,0.6771,0.3452,0.6771,0.6771,0.1800,0.4943,0.4943,0.0000,1.0000,1.0000
xaaxxxaaa,1,1,5,5,0.5000,0.4000,0.5000,0.2500,0.5302,0.7057,0.3836,0.7057,0.7057,0.2333,0.5302,0.5302,0.0000,1.0000,1.0000
axaaaaaaaa,1,1,5,5,1.0000,0.8000,0.5000,0.2500,0.8100,0.9068,0.7860,0.9068,0.9068,0.6433,0.8100,0.8100,1.0000,1.0000,1.0000
axaxxaxaxx,1,1,5,4,1.0000,0.4000,0.4000,0.2000,0.5333,0.7365,0.5087,0.7365,0.7365,0.3333,0.5333,0.5333,1.0000,1.0000,1.0000
xaaaxaaax,1,all,5,5,0.5000,0.6000,0.5000,0.2500,0.6595,0.7635,0.5296,0.7635,0.7635,0.3833,0.6595,0.6595,0.0000,1.0000,1.0000
xxxxaxaaxa,1,all,5,4,0.2000,0.2000,0.4000,0.2000,0.2521,0.4493,0.1312,0.4493,0.4493,0.0400,0.2521,0.2521,0.0000,1.0000,1.0000
aaaaxxaxa,1,1,5,5,1.0000,0.8000,0.5000,0.2500,0.9429,0.9818,0.8688,0.9818,0.9818,0.8000,0.9429,0.9429,1.0000,1.0000,1.0000
xxaxaaxxaa,1,1,5,5,0.3333,0.4000,0.5000,0.2500,0.4356,0.6217,0.3008,0.6217,0.6217,0.1467,0.4356,0.4356,0.0000,1.0000,1.0000
xax,1,1,5,1,0.5000,0.2000,0.1000,0.0500,0.1000,0.2140,0.2140,0.2140,0.2140,0.1000,0.1000,0.1000,0.0000,1.0000,1.0000
aaxaaaxax,1,1,5,5,1.0000,0.8000,0.5000,0.2500,0.8767,0.9512,0.8304,0.9512,0.9512,0.7100,0.8767,0.8767,1.0000,1.0000,1.0000
xxxxxxxxa,1,all,5,1,0.1111,0.0000,0.1000,0.0500,0.0222,0.1021,0.0000,0.1021,0.1021,0.0000,0.0222,0.0222,0.0000,0.0000,1.0000
axaaaaaxx,1,1,5,5,1.0000,0.8000,0.5000,0.2500,0.8100,0.9068,0.7860,0.9068,0.9068,0.6433,0.8100,0.8100,1.0000,1.0000,1.0000
aaxaaxxxaa,1,all,5,5,1.0000,0.8000,0.5000,0.2500,0.8211,0.9325,0.8304,0.9325,0.9325,0.7100,0.8211,0.8211,1.0000,1.0000,1.0000
axaaxaaxxx,1,1,5,5,1.0000,0.6000,0.5000,0.2500,0.7595,0.8887,0.6548,0.8887,0.8887,0.4833,0.7595,0.7595,1.0000,1.0000,1.0000
aaaaaxxaxx,1,all,5,5,1.0000,1.0000,0.5000,0.2500,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
aaxxxxaxa,1,1,5,4,1.0000,0.4000,0.4000,0.2000,0.5746,0.7683,0.5531,0.7683,0.7683,0.4000,0.5746,0.5746,1.0000,1.0000,1.0000
axxxaxaa,1,all,5,4,1.0000,0.4000,0.4000,0.2000,0.4657,0.6904,0.4704,0.6904,0.6904,0.2800,0.4657,0.4657,1.0000,1.0000,1.0000
axxaaxxaax,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.6311,0.8255,0.6164,0.8255,0.8255,0.4200,0.6311,0.6311,1.0000,1.0000,1.0000
xxaaxaxaxa,1,all,5,5,0.3333,0.4000,0.5000,0.2500,0.4667,0.6415,0.3156,0.6415,0.6415,0.1667,0.4667,0.4667,0.0000,1.0000,1.0000
aaxaxxxxa,1,1,5,4,1.0000,0.6000,0.4000,0.2000,0.6389,0.8013,0.6992,0.8013,0.8013,0.5500,0.6389,0.6389,1.0000,1.0000,1.0000
aaaxxxxaxx,1,1,5,4,1.0000,0.6000,0.4000,0.2000,0.7000,0.8297,0.7227,0.8297,0.8297,0.6000,0.7000,0.7000,1.0000,1.0000,1.0000
xaaxxxxxxx,1,1,5,2,0.5000,0.4000,0.2000,0.1000,0.2333,0.3836,0.3836,0.3836,0.3836,0.2333,0.2333,0.2333,0.0000,1.0000,1.0000
axaaxxaxax,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.7087,0.8700,0.6548,0.8700,0.8700,0.4833,0.7087,0.7087,1.0000,1.0000,1.0000
xxaxaxaxxa,1,1,5,4,0.3333,0.4000,0.4000,0.2000,0.3124,0.5119,0.3008,0.5119,0.5119,0.1467,0.3124,0.3124,0.0000,1.0000,1.0000
axxxxaaxxx,1,all,5,3,1.0000,0.2000,0.3000,0.1500,0.3524,0.5730,0.3392,0.5730,0.5730,0.2000,0.3524,0.3524,1.0000,1.0000,1.0000
xaxaxaaaxx,1,all,5,5,0.5000,0.4000,0.5000,0.2500,0.5393,0.7009,0.3601,0.7009,0.7009,0.2000,0.5393,0.5393,0.0000,1.0000,1.0000
aaaaaxxx,1,1,5,5,1.0000,1.0000,0.5000,0.2500,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
xaxxaaxxax,1,all,5,4,0.5000,0.4000,0.4000,0.2000,0.3689,0.5681,0.3452,0.5681,0.5681,0.1800,0.3689,0.3689,0.0000,1.0000,1.0000
aaxxxaaxa,1,all,5,5,1.0000,0.4000,0.5000,0.2500,0.7254,0.8891,0.5531,0.8891,0.8891,0.4000,0.7254,0.7254,1.0000,1.0000,1.0000
xaaaaxax,1,all,5,5,0.5000,0.8000,0.5000,0.2500,0.6862,0.7739,0.6608,0.7739,0.7739,0.5433,0.6862,0.6862,0.0000,1.0000,1.0000
xaaxxaxxxa,1,1,5,4,0.5000,0.4000,0.4000,0.2000,0.4133,0.6024,0.3836,0.6024,0.6024,0.2333,0.4133,0.4133,0.0000,1.0000,1.0000
aaaaxxaaax,1,all,5,5,1.0000,0.8000,0.5000,0.2500,0.9429,0.9818,0.8688,0.9818,0.9818,0.8000,0.9429,0.9429,1.0000,1.0000,1.0000
xxxxaxaxa,1,1,5,3,0.2000,0.2000,0.3000,0.1500,0.1638,0.3464,0.1312,0.3464,0.3464,0.0400,0.1638,0.1638,0.0000,1.0000,1.0000
xaaxaaaax,1,1,5,5,0.5000,0.6000,0.5000,0.2500,0.6295,0.7486,0.5148,0.7486,0.7486,0.3533,0.6295,0.6295,0.0000,1.0000,1.0000
xxaxxxxx,1,1,5,1,0.3333,0.2000,0.1000,0.0500,0.0667,0.1696,0.1696,0.1696,0.1696,0.0667,0.0667,0.0667,0.0000,1.0000,1.0000
xaxaxaa,1,1,5,4,0.5000,0.4000,0.4000,0.2000,0.4143,0.5939,0.3601,0.5939,0.5939,0.2000,0.4143,0.4143,0.0000,1.0000,1.0000
xxxxaaaaa,1,all,5,5,0.2000,0.2000,0.5000,0.2500,0.4035,0.5742,0.1312,0.5742,0.5742,0.0400,0.4035,0.4035,0.0000,1.0000,1.0000
aaxxxxxxx,1,all,5,2,1.0000,0.4000,0.2000,0.1000,0.4000,0.5531,0.5531,0.5531,0.5531,0.4000,0.4000,0.4000,1.0000,1.0000,1.0000
xxxaaaxaxx,1,all,5,4,0.2500,0.4000,0.4000,0.2000,0.3300,0.5051,0.2773,0.5051,0.5051,0.1300,0.3300,0.3300,0.0000,1.0000,1.0000
axaxaxaxx,1,all,5,4,1.0000,0.6000,0.4000,0.2000,0.5676,0.7530,0.6399,0.7530,0.7530,0.4533,0.5676,0.5676,1.0000,1.0000,1.0000
aaxaaxaaa,1,all,5,5,1.0000,0.8000,0.5000,0.2500,0.8529,0.9435,0.8304,0.9435,0.9435,0.7100,0.8529,0.8529,1.0000,1.0000,1.0000
axaxaaxaax,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.7117,0.8677,0.6399,0.8677,0.8677,0.4533,0.7117,0.7117,1.0000,1.0000,1.0000
aaxxaaaaax,1,1,5,5,1.0000,0.6000,0.5000,0.2500,0.7962,0.9182,0.6844,0.9182,0.9182,0.5200,0.7962,0.7962,1.0000,1.0000,1.0000
axaaaxx,1,1,5,4,1.0000,0.8000,0.4000,0.2000,0.6433,0.7860,0.7860,0.7860,0.7860,0.6433,0.6433,0.6433,1.0000,1.0000,1.0000
xaaxxxxxaa,1,1,5,4,0.5000,0.4000,0.4000,0.2000,0.3800,0.5837,0.3836,0.5837,0.5837,0.2333,0.3800,0.3800,0.0000,1.0000,1.0000
xaxaaxa,1,all,5,4,0.5000,0.6000,0.4000,0.2000,0.4343,0.6043,0.4913,0.6043,0.6043,0.3200,0.4343,0.4343,0.0000,1.0000,1.0000
axaaxaaxa,1,1,5,5,1.0000,0.6000,0.5000,0.2500,0.7595,0.8887,0.6548,0.8887,0.8887,0.4833,0.7595,0.7595,1.0000,1.0000,1.0000
axax,1,1,5,2,1.0000,0.4000,0.2000,0.1000,0.3333,0.5087,0.5087,0.5087,0.5087,0.3333,0.3333,0.3333,1.0000,1.0000,1.0000
xaaaxaxxaa,1,1,5,5,0.5000,0.6000,0.5000,0.2500,0.6278,0.7525,0.5296,0.7525,0.7525,0.3833,0.6278,0.6278,0.0000,1.0000,1.0000
xxaaaxxx,1,all,5,3,0.3333,0.6000,0.3000,0.1500,0.2867,0.4469,0.4469,0.4469,0.4469,0.2867,0.2867,0.2867,0.0000,1.0000,1.0000
xxaxaaaaxa,1,1,5,5,0.3333,0.4000,0.5000,0.2500,0.4860,0.6416,0.3008,0.6416,0.6416,0.1467,0.4860,0.4860,0.0000,1.0000,1.0000
axxaaxxxa,1,all,5,4,1.0000,0.6000,0.4000,0.2000,0.5089,0.7185,0.6164,0.7185,0.7185,0.4200,0.5089,0.5089,1.0000,1.0000,1.0000
xaxxaaxxax,1,1,5,4,0.5000,0.4000,0.4000,0.2000,0.3689,0.5681,0.3452,0.5681,0.5681,0.1800,0.3689,0.3689,0.0000,1.0000,1.0000
xaaxxaaaax,1,1,5,5,0.5000,0.4000,0.5000,0.2500,0.5726,0.7244,0.3836,0.7244,0.7244,0.2333,0.5726,0.5726,0.0000,1.0000,1.0000
xaxaaaaxax,1,1,5,5,0.5000,0.6000,0.5000,0.2500,0.5962,0.7251,0.4913,0.7251,0.7251,0.3200,0.5962,0.5962,0.0000,1.0000,1.0000
xxxxxa,1,all,5,1,0.1667,0.0000,0.1000,0.0500,0.0333,0.1208,0.0000,0.1208,0.1208,0.0000,0.0333,0.0333,0.0000,0.0000,1.0000
xxxaxaxx,1,all,5,2,0.2500,0.2000,0.2000,0.1000,0.1167,0.2669,0.1461,0.2669,0.2669,0.0500,0.1167,0.1167,0.0000,1.0000,1.0000
xaxaaxaa,1,all,5,5,0.5000,0.6000,0.5000,0.2500,0.5593,0.7113,0.4913,0.7113,0.7113,0.3200,0.5593,0.5593,0.0000,1.0000,1.0000
axaaaaaxaa,1,1,5,5,1.0000,0.8000,0.5000,0.2500,0.8100,0.9068,0.7860,0.9068,0.9068,0.6433,0.8100,0.8100,1.0000,1.0000,1.0000
aaxxaxxaxa,1,1,5,5,1.0000,0.6000,0.5000,0.2500,0.7200,0.8894,0.6844,0.8894,0.8894,0.5200,0.7200,0.7200,1.0000,1.0000,1.0000
aaaxaaaxaa,1,1,5,5,1.0000,0.8000,0.5000,0.2500,0.9267,0.9747,0.8539,0.9747,0.9747,0.7600,0.9267,0.9267,1.0000,1.0000,1.0000
aaxaax,1,all,5,4,1.0000,0.8000,0.4000,0.2000,0.7100,0.8304,0.8304,0.8304,0.8304,0.7100,0.7100,0.7100,1.0000,1.0000,1.0000
axaaxxaaxa,1,1,5,5,1.0000,0.6000,0.5000,0.2500,0.7226,0.8749,0.6548,0.8749,0.8749,0.4833,0.7226,0.7226,1.0000,1.0000,1.0000
aaxxaxxxa,1,all,5,4,1.0000,0.6000,0.4000,0.2000,0.6089,0.7864,0.6844,0.7864,0.7864,0.5200,0.6089,0.6089,1.0000,1.0000,1.0000
axaxxxxxax,1,all,5,3,1.0000,0.4000,0.3000,0.1500,0.4000,0.6108,0.5087,0.6108,0.6108,0.3333,0.4000,0.4000,1.0000,1.0000,1.0000
