run,iteration,topic,num_rel,num_rel_ret,recip_rank,P_5,P_10,P_20,infAP,ndcg,ndcg_cut_5,ndcg_cut_10,ndcg_cut_20,map_cut_5,map_cut_10,map_cut_20,success_1,success_5,success_10
aaaaxax,1,all,5,5,1.0000,0.8000,0.5000,0.2500,0.9667,0.9896,0.8688,0.9896,0.9896,0.8000,0.9667,0.9667,1.0000,1.0000,1.0000
aaxaxxxa,1,all,5,4,1.0000,0.6000,0.4000,0.2000,0.6500,0.8062,0.6992,0.8062,0.8062,0.5500,0.6500,0.6500,1.0000,1.0000,1.0000
axaxaxaxax,1,1,5,5,1.0000,0.6000,0.5000,0.2500,0.6787,0.8551,0.6399,0.8551,0.8551,0.4533,0.6787,0.6787,1.0000,1.0000,1.0000
xxxxxaxxax,1,1,5,2,0.1667,0.0000,0.2000,0.1000,0.0778,0.2229,0.0000,0.2229,0.2229,0.0000,0.0778,0.0778,0.0000,0.0000,1.0000
axaaxaaaxx,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.7595,0.8887,0.6548,0.8887,0.8887,0.4833,0.7595,0.7595,1.0000,1.0000,1.0000
aaxxxxxaxx,1,all,5,3,1.0000,0.4000,0.3000,0.1500,0.4750,0.6601,0.5531,0.6601,0.6601,0.4000,0.4750,0.4750,1.0000,1.0000,1.0000
xxxaaxaaa,1,1,5,5,0.2500,0.4000,0.5000,0.2500,0.4268,0.5994,0.2773,0.5994,0.5994,0.1300,0.4268,0.4268,0.0000,1.0000,1.0000
aaaaxxaxxa,1,all,5,5,1.0000,0.8000,0.5000,0.2500,0.9429,0.9818,0.8688,0.9818,0.9818,0.8000,0.9429,0.9429,1.0000,1.0000,1.0000
aaaaaxaxa,1,1,5,5,1.0000,1.0000,0.5000,0.2500,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
xaaxxxxxax,1,all,5,3,0.5000,0.4000,0.3000,0.1500,0.3000,0.4857,0.3836,0.4857,0.4857,0.2333,0.3000,0.3000,0.0000,1.0000,1.0000
aaxxxxaxxa,1,1,5,4,1.0000,0.4000,0.4000,0.2000,0.5657,0.7642,0.5531,0.7642,0.7642,0.4000,0.5657,0.5657,1.0000,1.0000,1.0000
axxaxxxaxx,1,all,5,3,1.0000,0.4000,0.3000,0.1500,0.3750,0.5922,0.4852,0.5922,0.5922,0.3000,0.3750,0.3750,1.0000,1.0000,1.0000
xaaaaax,1,1,5,5,0.5000,0.8000,0.5000,0.2500,0.7100,0.7817,0.6608,0.7817,0.7817,0.5433,0.7100,0.7100,0.0000,1.0000,1.0000
axxaaxaxxa,1,1,5,5,1.0000,0.6000,0.5000,0.2500,0.6343,0.8275,0.6164,0.8275,0.8275,0.4200,0.6343,0.6343,1.0000,1.0000,1.0000
xaxxxaaaa,1,1,5,5,0.5000,0.2000,0.5000,0.2500,0.4635,0.6569,0.2140,0.6569,0.6569,0.1000,0.4635,0.4635,0.0000,1.0000,1.0000
aaaxxxxx,1,all,5,3,1.0000,0.6000,0.3000,0.1500,0.6000,0.7227,0.7227,0.7227,0.7227,0.6000,0.6000,0.6000,1.0000,1.0000,1.0000
axaxxxa,1,all,5,3,1.0000,0.4000,0.3000,0.1500,0.4190,0.6218,0.5087,0.6218,0.6218,0.3333,0.4190,0.4190,1.0000,1.0000,1.0000
xaxxxaxaa,1,all,5,4,0.5000,0.2000,0.4000,0.2000,0.3306,0.5439,0.2140,0.5439,0.5439,0.1000,0.3306,0.3306,0.0000,1.0000,1.0000
xaxaaxxxx,1,all,5,3,0.5000,0.6000,0.3000,0.1500,0.3200,0.4913,0.4913,0.4913,0.4913,0.3200,0.3200,0.3200,0.0000,1.0000,1.0000
axaxaaax,1,1,5,5,1.0000,0.6000,0.5000,0.2500,0.7295,0.8738,0.6399,0.8738,0.8738,0.4533,0.7295,0.7295,1.0000,1.0000,1.0000
xxxxaxxaax,1,all,5,3,0.2000,0.2000,0.3000,0.1500,0.1567,0.3403,0.1312,0.3403,0.3403,0.0400,0.1567,0.1567,0.0000,1.0000,1.0000
aaaxxxxax,1,all,5,4,1.0000,0.6000,0.4000,0.2000,0.7000,0.8297,0.7227,0.8297,0.8297,0.6000,0.7000,0.7000,1.0000,1.0000,1.0000
xaaaxx,1,1,5,3,0.5000,0.6000,0.3000,0.1500,0.3833,0.5296,0.5296,0.5296,0.5296,0.3833,0.3833,0.3833,0.0000,1.0000,1.0000
aaaxaaxxa,1,all,5,5,1.0000,0.8000,0.5000,0.2500,0.9267,0.9747,0.8539,0.9747,0.9747,0.7600,0.9267,0.9267,1.0000,1.0000,1.0000
xaaxaxaaa,1,1,5,5,0.5000,0.6000,0.5000,0.2500,0.5926,0.7348,0.5148,0.7348,0.7348,0.3533,0.5926,0.5926,0.0000,1.0000,1.0000
aaaxxxaaxa,1,1,5,5,1.0000,0.6000,0.5000,0.2500,0.8393,0.9428,0.7227,0.9428,0.9428,0.6000,0.8393,0.8393,1.0000,1.0000,1.0000
axaaxx,1,all,5,3,1.0000,0.6000,0.3000,0.1500,0.4833,0.6548,0.6548,0.6548,0.6548,0.4833,0.4833,0.4833,1.0000,1.0000,1.0000
xaaaax,1,1,5,4,0.5000,0.8000,0.4000,0.2000,0.5433,0.6608,0.6608,0.6608,0.6608,0.5433,0.5433,0.5433,0.0000,1.0000,1.0000
axxaxaaxaa,1,1,5,5,1.0000,0.4000,0.5000,0.2500,0.6254,0.8212,0.4852,0.8212,0.8212,0.3000,0.6254,0.6254,1.0000,1.0000,1.0000
axxxaaxxaa,1,all,5,5,1.0000,0.4000,0.5000,0.2500,0.5689,0.7913,0.4704,0.7913,0.7913,0.2800,0.5689,0.5689,1.0000,1.0000,1.0000
xxaxaaxxxa,1,1,5,4,0.3333,0.4000,0.4000,0.2000,0.3267,0.5196,0.3008,0.5196,0.5196,0.1467,0.3267,0.3267,0.0000,1.0000,1.0000
axaxxaxxaa,1,all,5,5,1.0000,0.4000,0.5000,0.2500,0.6222,0.8297,0.5087,0.8297,0.8297,0.3333,0.6222,0.6222,1.0000,1.0000,1.0000
xxxxxaxaax,1,all,5,3,0.1667,0.0000,0.3000,0.1500,0.1500,0.3299,0.0000,0.3299,0.3299,0.0000,0.1500,0.1500,0.0000,0.0000,1.0000
xxaxaxxxx,1,1,5,2,0.3333,0.4000,0.2000,0.1000,0.1467,0.3008,0.3008,0.3008,0.3008,0.1467,0.1467,0.1467,0.0000,1.0000,1.0000
xxxaxaaxa,1,all,5,4,0.2500,0.2000,0.4000,0.2000,0.2913,0.4820,0.1461,0.4820,0.4820,0.0500,0.2913,0.2913,0.0000,1.0000,1.0000
xxxxaxaxxx,1,1,5,2,0.2000,0.2000,0.2000,0.1000,0.0971,0.2443,0.1312,0.2443,0.2443,0.0400,0.0971,0.0971,0.0000,1.0000,1.0000
xaxaxxaxxa,1,all,5,4,0.5000,0.4000,0.4000,0.2000,0.3657,0.5711,0.3601,0.5711,0.5711,0.2000,0.3657,0.3657,0.0000,1.0000,1.0000
xxxaxxaaxx,1,1,5,3,0.2500,0.2000,0.3000,0.1500,0.1821,0.3661,0.1461,0.3661,0.3661,0.0500,0.1821,0.1821,0.0000,1.0000,1.0000
xxxxaaxaxa,1,1,5,4,0.2000,0.2000,0.4000,0.2000,0.2617,0.4570,0.1312,0.4570,0.4570,0.0400,0.2617,0.2617,0.0000,1.0000,1.0000
xaaxaxa,1,all,5,4,0.5000,0.6000,0.4000,0.2000,0.4676,0.6278,0.5148,0.6278,0.6278,0.3533,0.4676,0.4676,0.0000,1.0000,1.0000
axaaaxxax,1,1,5,5,1.0000,0.8000,0.5000,0.2500,0.7683,0.8930,0.7860,0.8930,0.8930,0.6433,0.7683,0.7683,1.0000,1.0000,1.0000
xaxxaxx,1,1,5,2,0.5000,0.4000,0.2000,0.1000,0.1800,0.3452,0.3452,0.3452,0.3452,0.1800,0.1800,0.1800,0.0000,1.0000,1.0000
xaaxaaxxaa,1,all,5,5,0.5000,0.6000,0.5000,0.2500,0.5978,0.7377,0.5148,0.7377,0.7377,0.3533,0.5978,0.5978,0.0000,1.0000,1.0000
aaxxxxax,1,all,5,3,1.0000,0.4000,0.3000,0.1500,0.4857,0.6662,0.5531,0.6662,0.6662,0.4000,0.4857,0.4857,1.0000,1.0000,1.0000
aaaaxaxxxx,1,all,5,5,1.0000,0.8000,0.5000,0.2500,0.9667,0.9896,0.8688,0.9896,0.9896,0.8000,0.9667,0.9667,1.0000,1.0000,1.0000
xaaxxaxaxx,1,all,5,4,0.5000,0.4000,0.4000,0.2000,0.4333,0.6114,0.3836,0.6114,0.6114,0.2333,0.4333,0.4333,0.0000,1.0000,1.0000
xaaxxxxax,1,1,5,3,0.5000,0.4000,0.3000,0.1500,0.3083,0.4906,0.3836,0.4906,0.4906,0.2333,0.3083,0.3083,0.0000,1.0000,1.0000
xaaxxxaxax,1,all,5,4,0.5000,0.4000,0.4000,0.2000,0.4079,0.5987,0.3836,0.5987,0.5987,0.2333,0.4079,0.4079,0.0000,1.0000,1.0000
axaxaaax,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.7295,0.8738,0.6399,0.8738,0.8738,0.4533,0.7295,0.7295,1.0000,1.0000,1.0000
axaxxxx,1,all,5,2,1.0000,0.4000,0.2000,0.1000,0.3333,0.5087,0.5087,0.5087,0.5087,0.3333,0.3333,0.3333,1.0000,1.0000,1.0000
xaxaaxxxa,1,all,5,4,0.5000,0.6000,0.4000,0.2000,0.4089,0.5934,0.4913,0.5934,0.5934,0.3200,0.4089,0.4089,0.0000,1.0000,1.0000
axxxxaxax,1,1,5,3,1.0000,0.2000,0.3000,0.1500,0.3417,0.5670,0.3392,0.5670,0.5670,0.2000,0.3417,0.3417,1.0000,1.0000,1.0000
axaxxxaaxa,1,all,5,5,1.0000,0.4000,0.5000,0.2500,0.6190,0.8268,0.5087,0.8268,0.8268,0.3333,0.6190,0.6190,1.0000,1.0000,1.0000
xxaaxxaxa,1,all,5,4,0.3333,0.4000,0.4000,0.2000,0.3413,0.5308,0.3156,0.5308,0.5308,0.1667,0.3413,0.3413,0.0000,1.0000,1.0000
xxaaxxaxxa,1,1,5,4,0.3333,0.4000,0.4000,0.2000,0.3324,0.5267,0.3156,0.5267,0.5267,0.1667,0.3324,0.3324,0.0000,1.0000,1.0000
xaxxaxaaa,1,all,5,5,0.5000,0.4000,0.5000,0.2500,0.4768,0.6673,0.3452,0.6673,0.6673,0.1800,0.4768,0.4768,0.0000,1.0000,1.0000
aaaaxa,1,all,5,5,1.0000,0.8000,0.5000,0.2500,0.9667,0.9896,0.8688,0.9896,0.9896,0.8000,0.9667,0.9667,1.0000,1.0000,1.0000
axxaaaaa,1,1,5,5,1.0000,0.6000,0.5000,0.2500,0.6962,0.8503,0.6164,0.8503,0.8503,0.4200,0.6962,0.6962,1.0000,1.0000,1.0000
aaaxaxxxxx,1,1,5,4,1.0000,0.8000,0.4000,0.2000,0.7600,0.8539,0.8539,0.8539,0.8539,0.7600,0.7600,0.7600,1.0000,1.0000,1.0000
xxxxaxaxaa,1,all,5,4,0.2000,0.2000,0.4000,0.2000,0.2438,0.4444,0.1312,0.4444,0.4444,0.0400,0.2438,0.2438,0.0000,1.0000,1.0000
xaaaxxaaax,1,all,5,5,0.5000,0.6000,0.5000,0.2500,0.6226,0.7497,0.5296,0.7497,0.7497,0.3833,0.6226,0.6226,0.0000,1.0000,1.0000
xaxxxxaxx,1,1,5,2,0.5000,0.2000,0.2000,0.1000,0.1571,0.3270,0.2140,0.3270,0.3270,0.1000,0.1571,0.1571,0.0000,1.0000,1.0000
axaxxaaaxa,1,1,5,5,1.0000,0.4000,0.5000,0.2500,0.6726,0.8496,0.5087,0.8496,0.8496,0.3333,0.6726,0.6726,1.0000,1.0000,1.0000
axaxaxxaxx,1,1,5,4,1.0000,0.6000,0.4000,0.2000,0.5533,0.7469,0.6399,0.7469,0.7469,0.4533,0.5533,0.5533,1.0000,1.0000,1.0000
xaxaaxax,1,all,5,4,0.5000,0.6000,0.4000,0.2000,0.4343,0.6043,0.4913,0.6043,0.6043,0.3200,0.4343,0.4343,0.0000,1.0000,1.0000
axxxxxaaax,1,1,5,4,1.0000,0.2000,0.4000,0.2000,0.4210,0.6613,0.3392,0.6613,0.6613,0.2000,0.4210,0.4210,1.0000,1.0000,1.0000
axaxxaxaxa,1,all,5,5,1.0000,0.4000,0.5000,0.2500,0.6333,0.8346,0.5087,0.8346,0.8346,0.3333,0.6333,0.6333,1.0000,1.0000,1.0000
aaxaaaaax,1,all,5,5,1.0000,0.8000,0.5000,0.2500,0.8767,0.9512,0.8304,0.9512,0.9512,0.7100,0.8767,0.8767,1.0000,1.0000,1.0000
aaaaxaxxxa,1,1,5,5,1.0000,0.8000,0.5000,0.2500,0.9667,0.9896,0.8688,0.9896,0.9896,0.8000,0.9667,0.9667,1.0000,1.0000,1.0000
xxaaxaaxaa,1,1,5,5,0.3333,0.4000,0.5000,0.2500,0.4921,0.6516,0.3156,0.6516,0.6516,0.1667,0.4921,0.4921,0.0000,1.0000,1.0000
xxxaxaaxaa,1,1,5,5,0.2500,0.2000,0.5000,0.2500,0.3913,0.5801,0.1461,0.5801,0.5801,0.0500,0.3913,0.3913,0.0000,1.0000,1.0000
xaaxaaaaax,1,1,5,5,0.5000,0.6000,0.5000,0.2500,0.6295,0.7486,0.5148,0.7486,0.7486,0.3533,0.6295,0.6295,0.0000,1.0000,1.0000
xxxaaaxax,1,all,5,4,0.2500,0.4000,0.4000,0.2000,0.3300,0.5051,0.2773,0.5051,0.5051,0.1300,0.3300,0.3300,0.0000,1.0000,1.0000
xxaaxxxaax,1,1,5,4,0.3333,0.4000,0.4000,0.2000,0.3306,0.5247,0.3156,0.5247,0.5247,0.1667,0.3306,0.3306,0.0000,1.0000,1.0000
xxxaaxxaxa,1,1,5,4,0.2500,0.4000,0.4000,0.2000,0.2850,0.4823,0.2773,0.4823,0.4823,0.1300,0.2850,0.2850,0.0000,1.0000,1.0000
xxaaaxx,1,all,5,3,0.3333,0.6000,0.3000,0.1500,0.2867,0.4469,0.4469,0.4469,0.4469,0.2867,0.2867,0.2867,0.0000,1.0000,1.0000
aaaaaxxxax,1,1,5,5,1.0000,1.0000,0.5000,0.2500,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
xxaxaaaaaa,1,1,5,5,0.3333,0.4000,0.5000,0.2500,0.4860,0.6416,0.3008,0.6416,0.6416,0.1467,0.4860,0.4860,0.0000,1.0000,1.0000
axxxaxaxx,1,1,5,3,1.0000,0.4000,0.3000,0.1500,0.3657,0.5834,0.4704,0.5834,0.5834,0.2800,0.3657,0.3657,1.0000,1.0000,1.0000
axaaxxxax,1,1,5,4,1.0000,0.6000,0.4000,0.2000,0.5833,0.7618,0.6548,0.7618,0.7618,0.4833,0.5833,0.5833,1.0000,1.0000,1.0000
xxaxxaaxaa,1,all,5,5,0.3333,0.2000,0.5000,0.2500,0.4079,0.6036,0.1696,0.6036,0.6036,0.0667,0.4079,0.4079,0.0000,1.0000,1.0000
aaaxxaaxxx,1,1,5,5,1.0000,0.6000,0.5000,0.2500,0.8762,0.9566,0.7227,0.9566,0.9566,0.6000,0.8762,0.8762,1.0000,1.0000,1.0000
xxaaxaaax,1,1,5,5,0.3333,0.4000,0.5000,0.2500,0.5060,0.6565,0.3156,0.6565,0.6565,0.1667,0.5060,0.5060,0.0000,1.0000,1.0000
aaaaxaxaaa,1,1,5,5,1.0000,0.8000,0.5000,0.2500,0.9667,0.9896,0.8688,0.9896,0.9896,0.8000,0.9667,0.9667,1.0000,1.0000,1.0000
xaxaaaaxxa,1,1,5,5,0.5000,0.6000,0.5000,0.2500,0.5962,0.7251,0.4913,0.7251,0.7251,0.3200,0.5962,0.5962,0.0000,1.0000,1.0000
aaaxaaaaaa,1,1,5,5,1.0000,0.8000,0.5000,0.2500,0.9267,0.9747,0.8539,0.9747,0.9747,0.7600,0.9267,0.9267,1.0000,1.0000,1.0000
aaxaxxaxa,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.7754,0.9144,0.6992,0.9144,0.9144,0.5500,0.7754,0.7754,1.0000,1.0000,1.0000
xxaaxxaaxa,1,all,5,5,0.3333,0.4000,0.5000,0.2500,0.4524,0.6337,0.3156,0.6337,0.6337,0.1667,0.4524,0.4524,0.0000,1.0000,1.0000
aaaxaxx,1,1,5,4,1.0000,0.8000,0.4000,0.2000,0.7600,0.8539,0.8539,0.8539,0.8539,0.7600,0.7600,0.7600,1.0000,1.0000,1.0000
xaaxaxxax,1,all,5,4,0.5000,0.6000,0.4000,0.2000,0.4533,0.6218,0.5148,0.6218,0.6218,0.3533,0.4533,0.4533,0.0000,1.0000,1.0000
axxxxaaxxx,1,1,5,3,1.0000,0.2000,0.3000,0.1500,0.3524,0.5730,0.3392,0.5730,0.5730,0.2000,0.3524,0.3524,1.0000,1.0000,1.0000
xaaaaxaax,1,all,5,5,0.5000,0.8000,0.5000,0.2500,0.6862,0.7739,0.6608,0.7739,0.7739,0.5433,0.6862,0.6862,0.0000,1.0000,1.0000
xaaaaxxax,1,1,5,5,0.5000,0.8000,0.5000,0.2500,0.6683,0.7678,0.6608,0.7678,0.7678,0.5433,0.6683,0.6683,0.0000,1.0000,1.0000
aaaaaaxxx,1,all,5,5,1.0000,1.0000,0.5000,0.2500,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
xaxaxxxx,1,all,5,2,0.5000,0.4000,0.2000,0.1000,0.2000,0.3601,0.3601,0.3601,0.3601,0.2000,0.2000,0.2000,0.0000,1.0000,1.0000
axaaaxxxaa,1,all,5,5,1.0000,0.8000,0.5000,0.2500,0.7544,0.8881,0.7860,0.8881,0.8881,0.6433,0.7544,0.7544,1.0000,1.0000,1.0000
aaxaaxxxxa,1,all,5,5,1.0000,0.8000,0.5000,0.2500,0.8100,0.9285,0.8304,0.9285,0.9285,0.7100,0.8100,0.8100,1.0000,1.0000,1.0000
xxxxxxx,1,1,5,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
xxaxxxxxax,1,all,5,2,0.3333,0.2000,0.2000,0.1000,0.1111,0.2717,0.1696,0.2717,0.2717,0.0667,0.1111,0.1111,0.0000,1.0000,1.0000
axxaaxaaxx,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.6593,0.8365,0.6164,0.8365,0.8365,0.4200,0.6593,0.6593,1.0000,1.0000,1.0000
xxaxxaaaaa,1,all,5,5,0.3333,0.2000,0.5000,0.2500,0.4302,0.6125,0.1696,0.6125,0.6125,0.0667,0.4302,0.4302,0.0000,1.0000,1.0000
axxxxxxxa,1,all,5,2,1.0000,0.2000,0.2000,0.1000,0.2444,0.4413,0.3392,0.4413,0.4413,0.2000,0.2444,0.2444,1.0000,1.0000,1.0000
aaxxxaax,1,all,5,4,1.0000,0.4000,0.4000,0.2000,0.6143,0.7870,0.5531,0.7870,0.7870,0.4000,0.6143,0.6143,1.0000,1.0000,1.0000
xaxaaax,1,all,5,4,0.5000,0.6000,0.4000,0.2000,0.4533,0.6121,0.4913,0.6121,0.6121,0.3200,0.4533,0.4533,0.0000,1.0000,1.0000
axxaxaxaaa,1,all,5,5,1.0000,0.4000,0.5000,0.2500,0.6111,0.8151,0.4852,0.8151,0.8151,0.3000,0.6111,0.6111,1.0000,1.0000,1.0000
xxaxxaxaxx,1,1,5,3,0.3333,0.2000,0.3000,0.1500,0.2083,0.3974,0.1696,0.3974,0.3974,0.0667,0.2083,0.2083,0.0000,1.0000,1.0000
xxaaxxxaaa,1,1,5,5,0.3333,0.4000,0.5000,0.2500,0.4306,0.6228,0.3156,0.6228,0.6228,0.1667,0.4306,0.4306,0.0000,1.0000,1.0000
aaxaaxxaax,1,1,5,5,1.0000,0.8000,0.5000,0.2500,0.8350,0.9374,0.8304,0.9374,0.9374,0.7100,0.8350,0.8350,1.0000,1.0000,1.0000
aaxxxa,1,1,5,3,1.0000,0.4000,0.3000,0.1500,0.5000,0.6740,0.5531,0.6740,0.6740,0.4000,0.5000,0.5000,1.0000,1.0000,1.0000
xaxxxaxax,1,all,5,3,0.5000,0.2000,0.3000,0.1500,0.2417,0.4418,0.2140,0.4418,0.4418,0.1000,0.2417,0.2417,0.0000,1.0000,1.0000
axaxxaaaxa,1,all,5,5,1.0000,0.4000,0.5000,0.2500,0.6726,0.8496,0.5087,0.8496,0.8496,0.3333,0.6726,0.6726,1.0000,1.0000,1.0000
xxaaaxa,1,all,5,4,0.3333,0.6000,0.4000,0.2000,0.4010,0.5599,0.4469,0.5599,0.5599,0.2867,0.4010,0.4010,0.0000,1.0000,1.0000
axaxaxxaaa,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.6644,0.8490,0.6399,0.8490,0.8490,0.4533,0.6644,0.6644,1.0000,1.0000,1.0000
xxaaxaxxx,1,all,5,3,0.3333,0.4000,0.3000,0.1500,0.2667,0.4365,0.3156,0.4365,0.4365,0.1667,0.2667,0.2667,0.0000,1.0000,1.0000
xxxaaxaaxa,1,1,5,5,0.2500,0.4000,0.5000,0.2500,0.4157,0.5954,0.2773,0.5954,0.5954,0.1300,0.4157,0.4157,0.0000,1.0000,1.0000
aaaaxxaaaa,1,all,5,5,1.0000,0.8000,0.5000,0.2500,0.9429,0.9818,0.8688,0.9818,0.9818,0.8000,0.9429,0.9429,1.0000,1.0000,1.0000
xxxxxxxxxa,1,1,5,1,0.1000,0.0000,0.1000,0.0500,0.0200,0.0980,0.0000,0.0980,0.0980,0.0000,0.0200,0.0200,0.0000,0.0000,1.0000
axaxaaxx,1,1,5,4,1.0000,0.6000,0.4000,0.2000,0.5867,0.7608,0.6399,0.7608,0.7608,0.4533,0.5867,0.5867,1.0000,1.0000,1.0000
xxxaxaaaax,1,1,5,5,0.2500,0.2000,0.5000,0.2500,0.4135,0.5890,0.1461,0.5890,0.5890,0.0500,0.4135,0.4135,0.0000,1.0000,1.0000
xaaaxaxaax,1,all,5,5,0.5000,0.6000,0.5000,0.2500,0.6417,0.7574,0.5296,0.7574,0.7574,0.3833,0.6417,0.6417,0.0000,1.0000,1.0000
aaaxaxxxax,1,all,5,5,1.0000,0.8000,0.5000,0.2500,0.8711,0.9560,0.8539,0.9560,0.9560,0.7600,0.8711,0.8711,1.0000,1.0000,1.0000
aaaaaaxxaa,1,1,5,5,1.0000,1.0000,0.5000,0.2500,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
xxxaaxxaa,1,all,5,4,0.2500,0.4000,0.4000,0.2000,0.2939,0.4864,0.2773,0.4864,0.4864,0.1300,0.2939,0.2939,0.0000,1.0000,1.0000
axxxaaax,1,all,5,4,1.0000,0.4000,0.4000,0.2000,0.4943,0.7042,0.4704,0.7042,0.7042,0.2800,0.4943,0.4943,1.0000,1.0000,1.0000
aaxxaaxxxa,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.7533,0.9032,0.6844,0.9032,0.9032,0.5200,0.7533,0.7533,1.0000,1.0000,1.0000
xxxxxaa,1,all,5,2,0.1667,0.0000,0.2000,0.1000,0.0905,0.2339,0.0000,0.2339,0.2339,0.0000,0.0905,0.0905,0.0000,0.0000,1.0000
xaaaaxa,1,all,5,5,0.5000,0.8000,0.5000,0.2500,0.6862,0.7739,0.6608,0.7739,0.7739,0.5433,0.6862,0.6862,0.0000,1.0000,1.0000
aaxxxxaaax,1,1,5,5,1.0000,0.4000,0.5000,0.2500,0.6968,0.8753,0.5531,0.8753,0.8753,0.4000,0.6968,0.6968,1.0000,1.0000,1.0000
xaxxxxa,1,1,5,2,0.5000,0.2000,0.2000,0.1000,0.1571,0.3270,0.2140,0.3270,0.3270,0.1000,0.1571,0.1571,0.0000,1.0000,1.0000
xaxaxaxaa,1,1,5,5,0.5000,0.4000,0.5000,0.2500,0.5111,0.6900,0.3601,0.6900,0.6900,0.2000,0.5111,0.5111,0.0000,1.0000,1.0000
xaxxaaaax,1,all,5,5,0.5000,0.4000,0.5000,0.2500,0.5193,0.6860,0.3452,0.6860,0.6860,0.1800,0.5193,0.5193,0.0000,1.0000,1.0000
axxxxxaxax,1,1,5,3,1.0000,0.2000,0.3000,0.1500,0.3238,0.5543,0.3392,0.5543,0.5543,0.2000,0.3238,0.3238,1.0000,1.0000,1.0000
xxaaxaaaxa,1,1,5,5,0.3333,0.4000,0.5000,0.2500,0.5060,0.6565,0.3156,0.6565,0.6565,0.1667,0.5060,0.5060,0.0000,1.0000,1.0000
xaxxaaaaa,1,1,5,5,0.5000,0.4000,0.5000,0.2500,0.5193,0.6860,0.3452,0.6860,0.6860,0.1800,0.5193,0.5193,0.0000,1.0000,1.0000
aaxxaaxaa,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.7783,0.9122,0.6844,0.9122,0.9122,0.5200,0.7783,0.7783,1.0000,1.0000,1.0000
xaxxxxaax,1,all,5,3,0.5000,0.2000,0.3000,0.1500,0.2321,0.4340,0.2140,0.4340,0.4340,0.1000,0.2321,0.2321,0.0000,1.0000,1.0000
aaxaxxx,1,all,5,3,1.0000,0.6000,0.3000,0.1500,0.5500,0.6992,0.6992,0.6992,0.6992,0.5500,0.5500,0.5500,1.0000,1.0000,1.0000
aaxxaxxxxa,1,all,5,4,1.0000,0.6000,0.4000,0.2000,0.6000,0.7824,0.6844,0.7824,0.7824,0.5200,0.6000,0.6000,1.0000,1.0000,1.0000
xaxxxaxx,1,all,5,2,0.5000,0.2000,0.2000,0.1000,0.1667,0.3348,0.2140,0.3348,0.3348,0.1000,0.1667,0.1667,0.0000,1.0000,1.0000
xxxaxxa,1,all,5,2,0.2500,0.2000,0.2000,0.1000,0.1071,0.2591,0.1461,0.2591,0.2591,0.0500,0.1071,0.1071,0.0000,1.0000,1.0000
axaaaxxxax,1,all,5,5,1.0000,0.8000,0.5000,0.2500,0.7544,0.8881,0.7860,0.8881,0.8881,0.6433,0.7544,0.7544,1.0000,1.0000,1.0000
axxxaxaaaa,1,1,5,5,1.0000,0.4000,0.5000,0.2500,0.5768,0.7925,0.4704,0.7925,0.7925,0.2800,0.5768,0.5768,1.0000,1.0000,1.0000
aaaxxaa,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.8762,0.9566,0.7227,0.9566,0.9566,0.6000,0.8762,0.8762,1.0000,1.0000,1.0000
xxxaxaxaxx,1,1,5,3,0.2500,0.2000,0.3000,0.1500,0.1917,0.3739,0.1461,0.3739,0.3739,0.0500,0.1917,0.1917,0.0000,1.0000,1.0000
xxaxaaaaa,1,all,5,5,0.3333,0.4000,0.5000,0.2500,0.4860,0.6416,0.3008,0.6416,0.6416,0.1467,0.4860,0.4860,0.0000,1.0000,1.0000
axxaaaaax,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.6962,0.8503,0.6164,0.8503,0.8503,0.4200,0.6962,0.6962,1.0000,1.0000,1.0000
axxxxx,1,all,5,1,1.0000,0.2000,0.1000,0.0500,0.2000,0.3392,0.3392,0.3392,0.3392,0.2000,0.2000,0.2000,1.0000,1.0000,1.0000
aaxaxxxxax,1,all,5,4,1.0000,0.6000,0.4000,0.2000,0.6389,0.8013,0.6992,0.8013,0.8013,0.5500,0.6389,0.6389,1.0000,1.0000,1.0000
xaxaaxxxxx,1,all,5,3,0.5000,0.6000,0.3000,0.1500,0.3200,0.4913,0.4913,0.4913,0.4913,0.3200,0.3200,0.3200,0.0000,1.0000,1.0000
axxxxaaaxa,1,all,5,5,1.0000,0.2000,0.5000,0.2500,0.5524,0.7781,0.3392,0.7781,0.7781,0.2000,0.5524,0.5524,1.0000,1.0000,1.0000
