,run,iteration,topic,rbu_0.800_0.001,rbu_0.800_0.050,rbu_0.800_0.100,rbu_0.800_0.500,rbu_0.900_0.001,rbu_0.900_0.050,rbu_0.900_0.100,rbu_0.900_0.500,rbu_0.990_0.001,rbu_0.990_0.050,rbu_0.990_0.100,rbu_0.990_0.500,alpha-DCG,NRBP,strec,ERR-IA,alpha-nDCG,nNRBP,MAP-IA,nERR-IA,P-IA,act,nct,nsDCG,p,rtime,ntime,ttime,nEU
3543,galago_baseline,9,15,0.639742300305,0.443750837309,0.243759548537,-1.35617076163,0.754551984929,0.317401016863,-0.128671399531,-3.69725073069,0.850062120345,-0.914802086759,-2.71568393074,-17.1227386826,0.902822,0.958317,1.0,0.93435,0.999872,0.999983,0.94736,0.999895,0.111111,0.2886545,0.945638,0.8423035,0.2444444,0.1111111,-9.0,-422.40834,0.9999992
3544,galago_baseline,9,48,0.171792802735,-0.0241986602605,-0.224189949032,-1.8241202592,0.29038447112,-0.146766496947,-0.592838913341,-4.1614182445,0.500844546352,-1.26401966075,-3.06490150474,-17.4719562566,0.427605,0.191557,1.0,0.274184,0.47988,0.233296,0.1152,0.323406,0.072222,0.1445587,0.64375,0.3328135,0.1777778,0.1111111,-9.0,-423.8334,0.999998
3545,galago_baseline,9,17,0.104481376464,-0.0915100865321,-0.291501375303,-1.89143168547,0.205332172108,-0.231818795958,-0.677891212352,-4.24647054351,0.498851957018,-1.26601225009,-3.06689409407,-17.4739488459,0.466211,0.188058,1.0,0.286537,0.546944,0.246894,0.07773,0.359609,0.162963,0.15092,0.7916667,0.1835863,0.4222222,0.1111111,-9.0,-334.89,0.9999965
3546,galago_baseline,9,16,-0.00389236570257,-0.199883828699,-0.39987511747,-1.99980542764,-0.0063370155722,-0.443487983639,-0.889560400033,-4.45813973119,-0.00213573846425,-1.76699994557,-3.56788178955,-17.9749365414,0.027023,0.0,0.2,0.005343,0.049477,0.0,0.001235,0.013556,0.004444,0.0022769,0.0444444,0.0142754,0.0222222,0.1111111,-9.0,-523.64376,0.9999986
3547,galago_baseline,9,19,0.259456340618,0.0634648776222,-0.136526411149,-1.73645672132,0.375642104645,-0.0615088634219,-0.507581279816,-4.07616061097,0.631652790958,-1.13321141615,-2.93409326013,-17.341148012,0.386209,0.199272,0.75,0.269822,0.537754,0.370183,0.121048,0.442453,0.138889,0.105093,0.5483063,0.5126745,0.5333333,0.1111111,-9.0,-587.9961,0.9999966
3548,galago_baseline,9,18,0.52581768153,0.329826218534,0.129834929763,-1.47009538041,0.679102275025,0.241951306958,-0.204121109436,-3.77270044059,0.88279940234,-0.882064804764,-2.68294664875,-17.0900014006,0.667768,0.587714,1.0,0.603538,0.810606,0.760038,0.442364,0.756268,0.062222,0.2211826,0.835,0.6525774,0.2,0.1111111,-9.0,-522.40122,0.999999
3549,galago_baseline,9,57,0.513224516335,0.317233053339,0.117241764568,-1.4826885456,0.60180245651,0.164651488443,-0.281420927951,-3.85000025911,0.672487230633,-1.09237697647,-2.89325882045,-17.3003135723,0.837317,0.865068,1.0,0.861724,0.971803,0.949104,0.856852,0.963528,0.096296,0.2225708,0.8365385,0.824187,0.2,0.1111111,-9.0,-527.4135,0.9999993
3550,galago_baseline,9,30,0.397245455743,0.201253992747,0.00126270397536,-1.5986676062,0.538220540091,0.101069572025,-0.34500284437,-3.91358217552,0.81822618654,-0.946638020564,-2.74751986455,-17.1545746164,0.524198,0.308796,1.0,0.382666,0.718866,0.562194,0.050931,0.614604,0.127778,0.1101563,0.5484375,0.4340352,0.4888889,0.1111111,-9.0,-608.17158,0.9999934
3551,galago_baseline,9,51,-0.00398251811923,-0.199973981115,-0.399965269887,-1.99989558006,-0.0074007813586,-0.444551749425,-0.890624165819,-4.45920349697,0.0208619127045,-1.7440022944,-3.54488413838,-17.9519388903,0.030723,0.0,0.25,0.004746,0.04278,0.0,0.000313,0.007782,0.005556,0.001034,0.05,0.0080177,0.0222222,0.1111111,-9.0,-404.61264,0.9999958
3552,galago_baseline,9,50,0.425947898978,0.229956435982,0.0299651472107,-1.56996516296,0.591136859736,0.15398589167,-0.292086524725,-3.86066585588,0.901901377352,-0.862962829752,-2.66384467374,-17.0708994256,0.606765,0.38384,1.0,0.46503,0.889395,0.822514,0.171315,0.843138,0.148148,0.1226447,0.5276042,0.530264,0.4444444,0.1111111,-9.0,-467.56098,0.9999983
